Unnamed: 0,序号,零件号,零件名称,车型项目,零件重量(KG),零件尺寸L,零件尺寸W,零件尺寸H,包装等级分类,单车用量,零件质量要求,包装袋情况,干燥剂情况
,545.0,H97E3501010AAHSKQ,右前制动器总成,97X-LC-C项目,29.1,603.0,422.0,260.0,B,1.0,1. 核心防护：防油污、防划伤、防锈蚀；2. 性能要求：摩擦系数符合标准，无偏磨；3. 外观要求：表面无油污，无锈蚀；4. 尺寸要求：厚度、直径符合设计要求,防锈袋,无
,546.0,H97D1109014AA,空滤器支撑1,97X-LC-C项目,0.107,94.0,46.0,39.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,547.0,H97B2312004BA,前电机右悬置支架,97X-LC-C项目,0.47,140.0,190.0,70.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,548.0,HQ32006L1,六角法兰面螺母,97X-LC-C项目,0.0032,14.0,14.0,6.0,C,17.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,549.0,H97D3724114AA,右前门饰板线束总成,97X-LC-C项目,N,945.0,50.0,50.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,550.0,H97C5505010AAJE01,后盖板总成,97X-LC-C项目,0.695,388.0,222.0,153.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,551.0,H97D1109003AA,空气滤清器总成,97X-LC-C项目,1.5,395.0,281.0,248.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,552.0,H97A3718900AC,左前门外开手柄合件,97X-LC-C项目,0.678,430.0,170.0,65.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,553.0,H97D6900901ACUK02,前排副驾驶员座椅合件,97X-LC-C项目,N,500.0,390.0,500.0,A,1.0,1. 核心防护：防污损、防变形、防划伤；2. 结构要求：骨架无变形，面料无破损；3. 功能要求：调节机构灵活，无卡滞；4. 外观要求：面料无污渍，缝线整齐,,
,554.0,H56A1300002AA,三通比例阀总成,97X-LC-C项目,0.207,109.0,92.0,88.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,555.0,H97D1303062AA,后电机出水软管,97X-LC-C项目,0.381,510.0,280.0,350.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,556.0,HQY140B0620L2L,六角头螺栓和平垫圈组合件,97X-LC-C项目,0.006,44.0,23.0,23.0,C,25.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,557.0,H97E5301025AA,前围焊接分总成,97X-LC-C项目,9.438(±8%),1480.0,650.0,309.0,A,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,防锈袋,有
,558.0,H56A3506015AA,制动管路双管夹,97X-LC-C项目,0.0032,30.0,20.0,20.0,C,7.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,559.0,H97A5001261AC,后底护板安装支架组件,97X-LC-C项目,0.174(±8%),220.0,85.0,36.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,560.0,H97A5016011AA,Φ50孔贴,97X-LC-C项目,0.005,50.0,2.0,2.0,C,7.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,561.0,H97B9102001AA,前电机隔热板,97X-LC-C项目,0.18,330.0,210.0,180.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,562.0,H97A7903007AA,负极滤波器,97X-LC-C项目,0.028,279.0,16.0,27.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,563.0,H97A2912020AC,右后空气弹簧总成,97X-LC-C项目,2.7,320.0,200.0,170.0,C,1.0,1. 核心防护：防变形、防碰撞、防锈蚀；2. 强度要求：符合设计承载标准；3. 外观要求：无裂纹、无变形、无锈蚀；4. 性能要求：减震性能良好，无异常噪音,,
,564.0,H97A3605812AJ,隐藏式门把手控制器,97X-LC-C项目,0.414,94.0,68.0,20.0,C,4.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,565.0,H97A6105012AA,右前门锁体,97X-LC-C项目,0.363,140.0,110.0,90.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,566.0,HQ1840812N1,六角法兰面螺栓,97X-LC-C项目,0.0107,125.0,33.0,33.0,C,6.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,567.0,H97A5515001AAJK05,拉手盒扣盖,97X-LC-C项目,0.01,100.0,40.0,20.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,568.0,H97C3614800AC,空气悬架控制器,97X-LC-C项目,0.564,198.0,143.0,40.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,569.0,H97B5001268CA,底护板固定支架Ⅰ组件,97X-LC-C项目,0.049（±15%）,117.0,37.0,49.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,570.0,H97A6105006AA,锁芯连杆,97X-LC-C项目,0.007,88.0,19.0,19.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,571.0,H97A5001043AB,前排右前拉手支架组件,97X-LC-C项目,0.116,108.0,102.0,50.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,572.0,HQ32008L1L,六角法兰面螺母,97X-LC-C项目,0.0117,22.0,22.0,10.0,C,4.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,573.0,H37A1108001AA,加速踏板,97X-LC-C项目,0.426,270.0,60.0,183.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,574.0,HQY1400840L2S,六角法兰面螺栓和平垫圈组合件,97X-LC-C项目,0.022,48.0,22.0,22.0,C,2.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,575.0,HQY1400845L1,六角法兰面螺栓和平垫圈组合件,97X-LC-C项目,0.022,48.0,22.0,22.0,C,4.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,576.0,6306100-RA01,背门铰链总成,97X-LC-C项目,0.283,80.0,70.0,60.0,C,2.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,577.0,Q4400306,开口型平圆头抽芯铆钉,97X-LC-C项目,0.0009,0.0,0.0,0.0,C,12.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,578.0,5205103-RA01,左前刮片总成,97X-LC-C项目,0.125,625.0,45.0,25.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,579.0,H97A6108009AA,左前门外开手柄壳体,97X-LC-C项目,0.024,220.0,40.0,10.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,580.0,H97E5006013AA,泄压阀总成,97X-LC-C项目,0.105,123.0,158.0,103.0,C,2.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,581.0,H97D1303081AA,三通比例阀到chiller水管,97X-LC-C项目,0.262,380.0,110.0,100.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,582.0,H97C9340003AA,快充充电插座总成,97X-LC-C项目,2.4,1060.0,90.0,90.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,583.0,H97A6208009AA,左后门外开手柄壳体,97X-LC-C项目,0.024,220.0,40.0,10.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,584.0,H97A5505017AABKGB,香氛堵盖,97X-LC-C项目,0.046,131.0,110.0,53.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,585.0,H97D1303074AA,低温散热器出水管总成,97X-LC-C项目,0.344,450.0,440.0,150.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,586.0,H56A8402039AA,发动机罩缓冲块,97X-LC-C项目,0.11,25.0,13.0,10.0,C,4.0,1. 核心防护：防老化、防挤压、防变形；2. 材质要求：无裂纹、无异味、无破损；3. 尺寸要求：关键尺寸偏差≤±1.0mm；4. 性能要求：弹性符合设计标准,,
,587.0,HQ1840850,六角法兰面螺栓,97X-LC-C项目,0.024,50.0,8.0,8.0,C,2.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,588.0,H97X3724306AJ,左前舱线束,97X-LC-C项目,N,2680.0,80.0,50.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,589.0,1101700-RA51,炭罐带附件总成,97X-LC-C项目,1.459,240.0,102.0,300.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,590.0,6206500-RA01,后门上铰链总成（左）,97X-LC-C项目,3.754,90.0,60.0,60.0,C,2.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,591.0,H97X3629821AB,自动泊车控制器,97X-LC-C项目,0.571,237.0,32.0,112.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,592.0,H97D1303139AB,发电机进出水管总成,97X-LC-C项目,0.19,410.0,410.0,530.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,593.0,H97C1303014AB,充电机水管总成,97X-LC-C项目,0.65,620.0,310.0,140.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,594.0,H97A2941011AC,左后空气弹簧管路,97X-LC-C项目,0.066,1230.0,6.0,6.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,595.0,H97D3724117AA,右后门线束总成,97X-LC-C项目,N,1610.0,80.0,50.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,596.0,HQY1860616N1,搭铁螺栓,97X-LC-C项目,0.01,20.0,10.0,10.0,C,35.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,597.0,HQ1840835L1Q,六角法兰面螺栓,97X-LC-C项目,0.0171,125.0,33.0,33.0,C,4.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,598.0,H97D1109015AA,空滤器支撑2,97X-LC-C项目,0.067,105.0,67.0,11.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,599.0,H97D1303116AA,电机水泵进水管总成,97X-LC-C项目,0.232,370.0,300.0,230.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,600.0,Q215B0625T1F71,内六角花形盘头螺钉,97X-LC-C项目,0.007,25.0,6.0,6.0,C,10.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,601.0,H97A6207011AA,左后门窗台内密封条总成,97X-LC-C项目,0.132,770.0,32.0,26.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,602.0,H97E5205004AA,后刮臂刮片总成,97X-LC-C项目,0.152,345.0,50.0,30.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,603.0,HQY1840825T10L1,内十二齿花形法兰面螺栓,97X-LC-C项目,0.018,25.0,8.0,8.0,C,32.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,604.0,HQY27A0385,内六角花形盘头自攻螺钉,97X-LC-C项目,0.01,10.0,10.0,10.0,C,6.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,605.0,H97A5001086AA,右后排安全带导向杆总成,97X-LC-C项目,0.4,250.0,200.0,120.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,606.0,H97A7903012AB,后PS天线,97X-LC-C项目,0.042,117.0,25.0,19.0,C,2.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,607.0,HQ1840614N1,六角法兰面螺栓,97X-LC-C项目,0.2,125.0,33.0,33.0,C,1.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,608.0,H97A2804021AB,后保险杠左安装座,97X-LC-C项目,0.466,430.0,170.0,500.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,609.0,H973602002,侧碰传感器,97X-LC-C项目,0.013（±1%）,43.0,24.0,18.0,C,2.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
